0.000000000000000000e+00 3.908029486973734618e-02 -9.223126058461135479e-02 -8.790176219931304311e-03 -5.513022810266706396e-03 1.586397696142852589e-03 -4.256618263980632699e-03 1.508534113583421925e-03 4.686505824602691349e-03 -6.950216938906475083e-04
1.000000000000000056e-01 -8.558789828090783425e-02 3.702302654874348523e-03 1.477961748555042983e-02 -6.824917272215716771e-03 -9.597939422743903895e-03 -7.786475545716004670e-03 -8.618922707011603124e-03 -6.920572377128213909e-03 -1.052826676059180622e-02
2.000000000000000111e-01 -2.041771133247541337e-02 -1.204902658290661274e-02 -2.634891415610619153e-02 3.399829833641759835e-03 -2.987834804268373751e-02 -2.208423001782704523e-02 -1.587839144648861556e-02 -1.750203422299650285e-02 -1.693730882973600721e-02
3.000000000000000444e-01 -3.700574788618367361e-02 8.770350121015896283e-02 2.575978694338236508e-02 -1.594586512636000236e-02 -1.643484369755390459e-02 -2.104484076399697895e-02 -1.974170596565504032e-02 -1.865721256254383037e-02 -2.012317329808541513e-02
4.000000000000000222e-01 -3.314701870462580247e-03 5.137451659694083905e-02 -6.976284630305401580e-02 -1.552497722765112942e-02 -2.855505061676705605e-02 -2.132917209621108118e-02 -2.244029074443485566e-02 -2.093985145151017191e-02 -2.156567700353760955e-02
5.000000000000000000e-01 -2.302796195513753252e-01 -6.464497930551733884e-02 -7.918669294644053655e-03 -4.422940267983666018e-02 -3.312906371538963668e-03 -2.054921522041212520e-02 -1.897355849879194672e-02 -1.974449132215138833e-02 -1.966461717498390466e-02
6.000000000000000888e-01 -5.749994644682706463e-02 -7.031871419292452796e-02 -6.108179237113967736e-02 -2.435144022995459900e-02 -2.055290150456206763e-02 -1.665207991238693702e-02 -1.498695381707175305e-02 -1.786443949070911849e-02 -1.704523382010909166e-02
7.000000000000000666e-01 -6.579766057770611298e-02 -3.060725541606754488e-02 4.315315817995855202e-03 8.568637506083730954e-03 -2.168754011558188949e-02 -1.230798343966239480e-02 -8.921234214488905911e-03 -1.074798401415487728e-02 -1.242528788543520619e-02
8.000000000000000444e-01 -5.296755336315311924e-02 -6.237913010974169975e-02 8.756471638446915173e-03 -4.110849218952780139e-03 -1.138051905793975929e-02 -2.255189972359887378e-03 1.669778518108670784e-03 -6.068194921636989661e-03 -5.022571538493107723e-03
9.000000000000000222e-01 6.580372424968199130e-02 -1.593517009032781317e-02 2.292565197533215013e-02 4.575343334082788288e-03 1.485313611384957155e-02 1.112358785998068811e-02 6.765207743020302047e-03 5.360832934601586497e-05 4.953437751221491901e-03
1.000000000000000000e+00 5.146280757226076585e-03 5.981548295363520173e-02 6.663473044106019150e-02 9.613940832304164463e-03 1.827589479883466594e-02 1.665897123188319132e-02 1.672417421066592705e-02 1.646045557572551471e-02 1.546229322332808888e-02
1.100000000000000089e+00 -3.733104503944914554e-03 2.310825026527247444e-02 4.215483797994697135e-02 1.622560204094045805e-03 2.428236721210124544e-02 3.220555423439826204e-02 3.000169489467808398e-02 2.914275061286852875e-02 2.698580010250907144e-02
1.200000000000000178e+00 1.433577959359828569e-01 9.680577739791418335e-02 3.565301125565244200e-02 5.401531417351544684e-02 5.679577126748211469e-02 5.074398652914706431e-02 3.471136586358179732e-02 4.071325093331572276e-02 4.181640569072916924e-02
1.300000000000000044e+00 7.094754056016401578e-02 3.986808557970107636e-02 -2.634587908241813048e-02 6.065847920472668825e-02 6.470105726357916476e-02 4.787047970592091944e-02 5.484057956548406276e-02 5.551136846408932790e-02 5.575996280259893495e-02
1.400000000000000133e+00 1.786730008522652569e-01 1.107858091866605887e-01 1.042287411722133822e-01 5.328586248989804902e-02 6.022698655310958216e-02 7.772078622485957544e-02 7.989314370374357710e-02 7.169291159092164301e-02 6.930946468222079493e-02
1.500000000000000000e+00 -2.138996797740436162e-02 1.307305660987546914e-02 9.429376803359548753e-03 8.169080009197517145e-02 8.060433970508086576e-02 8.781456413829689944e-02 8.353213877619256045e-02 8.735808218899553113e-02 8.489512904457988118e-02
1.600000000000000089e+00 1.747144114329048648e-01 1.246244614439777909e-01 7.713486447865247619e-02 8.157275989297466112e-02 1.208919923195202750e-01 9.999805926027752201e-02 1.010004288138327544e-01 1.023744804125547858e-01 1.014156734807609844e-01
